Model,Scenario,Region,Category,Carbon Dioxide Removal|NovelCmltv|PerCapita20202100,Modelled,Preventative,.group
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,R10REF_ECON,1_PP1990,0.126067929897837,0.23572472379022633,5.688163313916895,4
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,R10REST_ASIA,1_PP1990,0.05304617936730349,0,0,4
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10AFRICA,1_PP1990,0.07337474806949898,0,0,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10CHINA+,1_PP1990,0.10544554394024752,0.3868924810939189,0.943959268511218,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10EUROPE,1_PP1990,0.21103235518769722,0.5017945050732641,1.224302867330528,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10INDIA+,1_PP1990,0.03481385056003245,0,0,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10LATIN_AM,1_PP1990,0.5216985767310378,0,0,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10MIDDLE_EAST,1_PP1990,0.44564750837998335,0.250061238312328,0.6101116851196017,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10NORTH_AM,1_PP1990,1.0540015745556761,1.7979385365903116,4.386698705100775,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10PAC_OECD,1_PP1990,0.4053351507119063,0.8753841530919487,2.135805230648552,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10REF_ECON,1_PP1990,1.1534502775552347,0.7605638106491872,1.8556609224520695,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10REST_ASIA,1_PP1990,0.029295755860133294,0,0,5
